global_object_id,field_id,mean_ra,mean_dcl,sigma_ra,sigma_dcl,n_epochs,flux_u,sigma_flux_u,flux_v,sigma_flux_v,flux_g,sigma_flux_g,flux_r,sigma_flux_r,flux_i,sigma_flux_i,flux_z,sigma_flux_z
525376,79,179.574228919152,-1.7914373,0.0025452955,0.0024021168,3,3.134073,0.25057808,3.134073,0.25057808,25.896805,0.46112725,96.282104,1.6778996,321.41873,4.0769825,623.33514,8.0210752
525440,79,178.28247304743,-1.77027622,0.0015090755,0.0014185313,3,44.592041,0.67586607,44.592041,0.67586607,140.05058,2.1095121,207.07942,3.4474561,235.14969,3.5599589,242.28989,5.0134916
525568,79,178.290005993515,-1.36175363,0.0018976915,0.0016098541,3,59.516937,1.060415,59.516937,1.060415,148.9679,2.827127,197.70203,4.4983935,220.21332,4.3282337,223.55283,4.4333367
525632,79,178.442557666423,-1.40970628,0.05247895,0.04813832,3,157.60229,2.436048,157.60229,2.436048,1343.3284,25.286427,2257.2866,1.730697,4466.231,2.7696581,5104.0024,95.571114
525696,79,178.332343369713,-1.79746357,9.5795933E-4,8.9973921E-4,3,34.813263,0.57929993,34.813263,0.57929993,235.06465,3.5153131,536.63385,8.8760118,769.12262,11.51335,919.08423,18.440334
525760,79,178.438086303029,-1.35617559,0.0036241456,0.0036415735,3,2.1366091,0.28117216,2.1366091,0.28117216,18.150101,0.37773502,62.785923,1.4520626,123.36605,2.4449,175.34462,3.5960989
525824,79,178.44658599417,-1.46575374,0.0035123145,0.0032400819,3,8.9722004,0.36073354,8.9722004,0.36073354,35.036465,0.68932855,57.134785,1.3236688,70.026314,1.4133192,76.685913,1.773864
526208,79,179.365643314489,-1.38321703,0.0048026629,0.0044557443,3,11.958684,0.42716676,11.958684,0.42716676,28.617151,0.62661302,41.053543,0.67739266,47.964558,0.92946357,50.096714,1.126572
526272,79,179.506472902077,-1.35240476,0.0043991529,0.0040943525,3,5.486794,0.32244748,5.486794,0.32244748,24.613447,0.54457539,61.522449,0.98620534,84.669579,1.5781097,110.00261,1.8222647
526400,79,180.541706390567,-1.83387867,0.0032575622,0.0030720909,3,18.760077,0.4506247,18.760077,0.4506247,40.671497,0.64379233,51.472069,0.99589539,55.9147,0.8855173,55.06274,1.3068479
526528,79,180.024875183634,-2.18711678,6.2016892E-4,5.5787567E-4,3,417.01703,5.8476534,417.01703,5.8476534,1216.0925,23.059559,1644.4274,34.017441,695.43909,1.5352111,1799.1581,31.332203
526784,79,180.025237652725,-2.2352497,0.0020533449,0.0019410845,3,28.432533,0.60795677,28.432533,0.60795677,92.984924,1.7882308,141.16461,2.9479549,153.98547,2.9087963,165.55724,3.1797667
